Negative,"We felt that it is pretty expensive considering that it cost almost $400 although there was neither fish nor crabs. The desserts were a letdown and not worth ordering. Yam paste served initially were not warm and we requested them to change it. The chicken wings were very ordinary and I thought a fast food restaurant can offer a better quality. To sum it up, it’s very unlikely we will return."
Positive,Great vegetarian indian food! Staff was friendly even when we were not very familiar with the menu.
Negative,Went during lunch hour and ordered famous white beehoon and silver fish spinach soup. Beehoon is delicious and rich in gravy. Spinach soup is a total disappointment. It taste like salt water instead of the broth soup.  Spinach is old and hard to chew. Will not recommend the soup at all. Price is reasonable at $8.50 for a plate of beehoon and $6.50 for the spinach soup. No GST or Service charge. Will recommend to packet instead of dining in as the bad ventilation in the express restaurant will makes you smell bad after leaving the place.
Negative,"One of the worst dim sum I had for the price range. Cheong fun is the worse, skin is hard and I can only taste soy sauce. My boy even commented that it tasted like spring roll. Roast pork bun skin is thick with little meat. Lastly, chilli sauce is horrible. Only century egg congee is lightly better. Never order the rice bun shown in the picture. It is the worst of all. For the price, I would expect much higher standard. Disappointed."
Positive,"Last night's dining experience at Rhubarb was amazing. The dishes were a brilliant blend of innovation and taste, showcasing Chef Paul's passion and expertise. Each plate was a visual feast, with flavors that surprised and delighted beyond expectation. The service team was the epitome of professionalism, exuding warmth and friendliness that made the cozy and elegant setting even more inviting. It is rare to find a restaurant where the ambiance harmonizes so well with the high standards of the culinary creations. This dinner wasn't just a meal; it was a memorable journey through exquisite tastes and textures. Rhubarb certainly deserves more than a mere one star. Thank you to Chef Paul and the entire staff for an unforgettable evening."
Negative,"Tried this place for the first time after reading some of the online reviews and checking out menu. As you can read from the multiple reviews here on Google, the food is good with a wide variety of items available. Unfortunately, they really struggle with the service element. In wanting to be specific, the general service was ok for me. Just 2 things really left a sour taste in my mouth after the delicious meal:

1. Communication: when ordering drinks, I had asked my server if plain water was chargeable. What I understood from him was that as long as the table purchased some form of drinks, e.g. tea, water would be complimentary. We thus believed this to be so until the bill came and the cashier said that I was misled and didn’t have the courtesy to waive the 3 cups of plain water we ordered.

2. Pushiness in ordering: as it was my first visit and not knowing the portioning of food in terms of small, medium and large dishes, I had to rely on the order-taker to guide me in terms of what was enough for our table. Unfortunately, even when I thought enough was ordered, she still tried to nudge me to order more and dessert as well. I drew the line before dessert and true enough when the food started coming, it was overwhelming. When we tried to cancel items that had not arrived, we were not allowed to. By the end of the meal, we had to takeaway 3 almost-untouched dishes to prevent wastage of food.

For first timers, do double or triple check if unsure about what is chargeable, and go with your gut instinct rather than just trusting the order-taker to order more than sufficient."
Positive,Excellent service and vegetarian food was amazing!!! Highly recommended.
Positive,"Been to a few outlet but never once left a review but this outlet is different, it worth a visit and money you spend.

Cant remember the Chinese lady name (will update in my next visa it), she just so sweet and very attentive to children especially for parent who dining here. Well done. Keep it up the good work. 🫰🏻"
Negative,"Personally have never been a big fan of Raffles Town Club, especially with the ethical sagas that they have been put through in the past. Irregardless, find them very stuffy vs the newer Private Members Clubs in Singapore. Likewise, Miyabi, being the mainstay Japanese restaurant of Raffles Town Club, has this air of gloominess, age, and staleness the moment you walk in.

Coupled with the fact that only members can access the restaurant, there's automatically a discrimination towards a certain cluster of target audience.

It's probably good for family gatherings on the weekends, as you have private access to a teppanyaki space for yourselves. Prices are reasonable too, for the amount of food they serve as part of their teppanyaki sets. Get the lobster and beef set menu, and you should be sorted for the evening.

Food quality is good but not great. All else accounted for, I'm sure there are better Japanese restaurants around Singapore. This space reminds me of it being run like a passion project, not like a competitive f&b business in Singapore.

If you're looking for a space to chat and talk as a family dinner, this may not be for you, as you'll be sitting quite far away from each other, surrounding the teppanyaki hotplate. Go find your traditional sit down round tables."
Positive,"First time here. Made a Saturday lunch reservation which was confirmed via email by the Asst Mgr. Imagine my surprise when we arrived and was told that they do not have our reservation. Luckily, the place was empty except for us and another party.

We had menu 2. Food was tasty and comparable to similar items served in more atas cafes but at a discounted price. For soup, we were served with a chipped porcelain spoon. Please have the server check all cutlery before serving.

For the bakery located outside, it is advisable to have the payment and packing at the same location. The baked goods that I bought did not tally with the ones I received. They packed the baked goods behind the counter, bring it to the restaurant cashier for check-out. Customer will then procced to pay. There should be a verification step with customer to show them what was purchased.

Overall, I would return to try the dinner menu. Best of all, there's free parking on site. Everyone, pop by and give this place a try."
Negative,"The most horrible food. We ordered paratha, kachori and chola kulcha.
The kachori was stale and it seemed it was older than a week. The paratha were maid of maida and lacked taste. We had it throw the whole food. Disappointing!"
Negative,Waited 30 mins + for claypot rice. Turns out its just cooked plain rice heated up in a pot. Not worth the wait
Positive,Vegetarian food cheap and good
Positive,Good Indian food. Pre call order also available
Negative,"Ordered takeaway on a Sunday evening and waited one full hour despite placing our order at 625pm. The lady did warn us that the waiting time is 60mins before I placed our order so I guess that was somewhat fair.

However, none of the dishes was worth the hour’s wait. Food was very mediocre and super overpriced. The ten boxes in the photo was $184.

We had ordered Medium sized French Bean with Shrimp ($28!!!) and Medium Claypot tofu ($20+). There were barely any tofu and it was mostly gravy. The medium Prawn Paste Chicken was also $20+ for 9 pieces and the store didn’t have boxes with holes that allowed the hot steam from fried food to escape, so our wings were soggy and sad. The duck rolls which were supposedly a speciality at the shop was also odd tasting and didn’t really stand out for us.

Carbs wise, we got the medium egg Hor fun and medium crispy noodles. I don’t think there was much wokhey in the noodle dishes and it was pretty forgettable.

I would not recommend this place to anybody. You can easily get better, faster and cheaper Zichar at probably any other shop."
Positive,"Homely zichar restaurant nestled in a quiet corner in International Plaza.

I particularly enjoyed the salt and pepper pork ribs, beef bites, and the claypot sliced fish, amongst many others!  The claypot chicken is their specialty and its super tender and fragrant!   Would recommend!"
Positive,Same familiar magic of allium in a brand new avatar.
Positive,Laoban so nice!!! Highly recommended taste amazing too
Negative,"This is the worst Siam Square Mookata I've been to. Prices are higher than other branches and food quality is not good. The pepper dishes are basically soaked in a small amount of fine pepper. Look at the photo to judge for yourself. Service is also lousy when we told them our plate cannot even boil, they just say is ok and walked off. While our neighbouring tables all had boiling soup. The garlic pork... Can u even see the garlic? This is the first n last time I'll eat here. Avoid if you don't want to spoil your mood."
Positive,"Nice experience.

We had a long layover at the airport and treated ourselves to dinner to celebrate the end of our travelling journey.

Staff were super friendly and helpful. The view of the waterfall area was nice to view from where we were seated.

We got 2 rounds of cocktails and the sharing. Which we would recommend for those who are hungry! Worked out well for us. A whole lobster, a roll of your choice, burger of your choice and two sides of your choice.

Lobster was grilled and was nice but slightly lacking in that fresher flavour that I’ve had other places.
They were also out of the chicken burger which we would’ve liked to try.
Other patrons were a little bit rude, two people in T-shirts and younger seemed to annoy them. But we didn’t care that much. And the staff made us feel very welcome. Maybe seating a little further apart for the bar stools

Overall a nice experience for the food and drinks if you’re looking at spending some time in the airport area."
Positive,4/5🌟 . Restaurant runs by local Thai. The food taste good and portion are big too. It is highly recommended to try their fried mango salad. Do visit them as they are running rebates in points for customer with their membership that can be use on the next visit.
Positive,"This prata shop serves really bad coffee, makes you wait too long to be served, but the prata is really good. Ordered the Onion-egg prata and the Cheese Tissue prata and they were delicious and above average compared to other local prata stalls. Prices were average in today’s standard and when they finally show up, the staff were really nice too."
Positive,"I would say this is the best herbal soup place I have tried. You can try pig stomach soup, black chicken soup, turtle soup with yam rice. However you can bring your own whiskey or cognac to add on the soup so to make it nice ! You can keep your bottle there and hey will give you a number to remember. The restaurant is clean and food service is great. Food comes fast and aircon is cold enough for you to drink the herbal soup without sweating ! Highly recommended and I will come again.."
Positive,"The restaurant is known for its authentic flavors and generous portions. The menu features a variety of dishes, from dim sum to noodles and rice dishes. The restaurant also offers a selection of vegetarian dishes. The atmosphere is cozy and inviting, with a warm and friendly staff. The restaurant is also known for its reasonable prices and excellent service.good"
Negative,"The sesame oil chicken (with only the wings part) cost $26, the sambal sotong size is smaller than 5cents coin size and cost $15! It’s totally not worth it."
Positive,"One of my favourite food places in Singapore! :-)

The lady boss is always so cheerful, genuine and welcoming! Great service as always, just a little sad to see the prices going up a little more each time cause of inflation… :”)

If you cook your own Okonomiyaki, you’re entitled to a 10% discount (which brings the price to $16.20++) which is nice since it’s quite a fun activity with instructions provided! I love being able to place endless amount of bonito flakes when I DIY~

The Potato Cheese Mentai is one of my favourites, though a little pricey at $12++.

The Garlic Fried Rice is not bad, but not as good as the Okonomiyaki and Potato Cheese Mentai."
Negative,I ordered them via food panda and I received a missing product and a expired product. Literally expired product.. I ordered vadai and they sent me Chilli chicken where I'm a vegetarian and 2nd order was chapati which they sent me an expired chapati..  Literally there were fungus in my chapati ... how can they be so careless... eat at your own risk..!!!!
Negative,My takeaway burger was cold and the cheese hasn’t melted :( the bun hasn’t been heat up too. Taste different from last time
,"Updated post, 29 Apr 23
We had a home lunch party for about 11 adults (7 non veg, 4 vegetarians) Ordered for a delivery through Tandoori Corner’s website. $347 incl delivery

The food arrived on time, still warm and well packed (briyanis were in plastic bentos and ala cartes were in individual plastic containers, naan wrapped in foil)

We took some poor pictures so can only post our delivery receipt to show our satisfaction. Everyone enjoyed the hearty and tasty meal and our party was a success! Thank you Surender and Tandoori Corner!!!!

Prev post Dec 2022
Been enjoying Tandoori Corner for years… since I was an omnivore and have continued as a vegetarian. A long overdue review!

The menu is extensive, there is something for everyone.  Typically we come for dinner to enjoy the cool alfresco seating. We also used to cater with Tandoori Corner for our home parties and office functions (before covid) and everyone is happy.

But yesterday the lunch atmosphere was great too. We ordered the set lunches, generous portions for $10-12 each, add a drink for $1.

Do make a booking if coming for dinner, it can get quite packed!"
Positive,"5 course dinner, best dish was the Steam Seabass/kimbalor (don't have the picture)

The rest was so so only. I felt the prawns were quite salty though."
Negative,Food and ambience is good but they are quite short of staff. Difficult to get waiters attention especially if you are sitting towards the peripheries. Additionally kitchen also forgot 3/4 of our order so we had to wait and extra 45mins for it :(
Negative,"Ordered omakase cuisine for about 90sgd per pax. Most plates were good. I only wished the mains came earlier, as it was the second last meal - we were already too full by then.

The oyster was the star of the dish.

I felt that there was no need for the fried potato ball.

The tofu egg wasn't that nice.

The chawamushi was good but it had a layer of sauce that was sweet and sour which wasn't pleasant.

The crab sauce dumplings had too thick of a skin, and the fillings were not springy enough.

The mains which were the sashimi don and fried rice wagyu beef, were delicious."
Positive,"Been coming here at least once a week for the past 8 years. Good food, good people, good environment. Will continue to come here regularly for the foreseeable future."
Positive,"Great attentive service, burgers were juicy, but fries seem to have sat there for a while .. wasn’t the hottest"
Negative,Cheap and decent food but the chapati was ROCK HARD..... -.-
Positive,"Was craving for Japanese BBQ so went for dinner on Tuesday.

Food was good on a whole.

They seems to be a bit short handed. Serving was a bit slow but still acceptable.

A good place for slow eating and chit-chat session!"
Positive,"Blue Lotus consistently delivers a high quality menu. The chilli pomelo crab is a must have. Do make your reservation and let them know your intention. The crabs come in fresh every late afternoon.
The outdoor seating is a must book as well, the ambience is very enjoyable."
Positive,"If you know what Dum Biryani is, then this is the best place in Singapore for that dish. Highly recommended."
Positive,"Interesting concept of HK/Canto tapas. Food was good but serving size was quite small. A little too high on the price in my opinion. Drinks came in a glass filled with 80% ice, don’t know why they do that as it is only a can of Coke."
Positive,A beach club which does dinner service in an air conditioned restaurant section. Spanish styled tapas and mains dominate the menu. Extensive range of drinks including cocktails and wine. Food quality really good as well as service.
Negative,"Staff were friendly but like some past reviewers have experienced, they claimed that the prices on the menu were wrong when I questioned them on why some items were charged differently from what were stated. Food standard was below average."
Positive,"A non halal eatery. Have dined at marche for a good few times. All the while, they are well knowned for their rosti. Still one of the best after so many years. Crispy on the outside and soft inside. Pair well with the sour cream. Do expect to queue and wait for your turn and dish to be ready. Once you are at ordering counter..service is relatively fast. Menu clearly states what is available and TODAY'S SPECIAL. So, if you want to be served fast; think about what you want to order while in line before reaching ordering counter.

Dishes are generally made for 1 person portion. So maybe sharing is possible if you are in a group to taste relatively different food available.

Some food station practice ordering and wait for your food to be ready before collection using a buzzer such as pizza counter and pasta counter.

Dessert wise...only still can stomach in ice cream. LOVED IT!!!!!!!. very very nice, not too creamy.

Queue to be entered and served. Price wise..not the most budget friendly."
Positive,Food is amazing. The briyani is really good for the price point. Prata is crispy but not too greasy and the Maggie goreng merah was pretty good too.
Positive,"Service from all crew and food was excellent, atmosphere was wonderful. Do come and visit their outlet to enjoy the food and service"
Positive,Visit for the best Indian Food in Toh Guan Area
Positive,"You are in for nice ambient w gluten free food and organic wine feast !

We started off w gnocchi , and liked how simple it is . This continued w portobello w chimichurri sauce . And taking taste profile higher w the chargrilled cabbage . Going to the mains, we moist our palate w Ceviche then feast on lamb Picanha . As we enjoyed, a friendly staff introduced us to organic orange wine . In between, more friends joined us and we topped up w wagyu picanha and croquetas .

It is a joyful meal, indeed . Would come back again !"
Positive,Great ambience. Food and service is great as well. Excellent blend of nature and lifestyle at the outdoor seatings. Elegant yet cozy in the indoor seatings.
Negative,"Expensive food and small portion for brunch.
Drinks were pretty and tasted ok. Deco inside the cafe was beautiful.

We went with a dog and it rained really heavily.  When it was starting to rain, we asked the waitress for another place to dine, we were told there was no place we can finish our drinks inside the restaurant with a dog with us.
We tried to finish our drinks at the outdoor seats but the rain got heavy very fast.

We were only led to the patio by another waitress which is sheltered and at the side of the restaurant when my partner and I stand by the door of the restaurant due to the very heavy rain because the outdoor umbrella cannot shelter 4 people from the rain. We were drenched and standing there looking at the nice deco in the restaurant like the girl in the story of ""Little Match Girl"". Just nice that day was Christmas day.. So much feels.

Unforgettable day of brunch celebration for all the wrong reasons.

Won't return again."
Positive,"Beautiful restaurant near the sea which makes you feel like you’re on a vacation away from Singapore. Service was impeccable from the moment we stepped in, and every dish was beyond our expectations. Was also surprised that the prices were not exorbitant given the quality of food, service and ambience. Already making plans for my next few reservations (good to book 1-2 months in advance to get your desired weekend dates!)."
Negative,"Wait for ten minutes in the queue, when it was my turn to order, the macik asked me to wait for the chinese lady to serve me. however, the Chinese lady chose to walk away and left me standing there. I ended up walking away empty handed because they chose their customers. Not the right way in service line."
Positive,"Variety of dishes in the menu, the atmosphere was good but too dim inside makes me headache. Price is average.

Spaghetti carbonara was flavorful and creamy. The mix grilled platters worth its price as there were chicken chop, pork chop, lamb chop and sausage in it. The pizza was not bad, it had cheese, tomatoes, sausages and pineapples on it."
Negative,Prata is not crispy and overall soggy and not fragrant. One of my order was missed out and they subtly replaced it with a cheaper one without informing me.
Positive,"Tried a new restaurant close-by the CBD. Had the set lunch, and the food was not bad. My favourite item was the Croûte aux Champignons 🤤

Pictured:
- Croûte aux Champignons: Wild Mushrooms Ragout on Toasted Bread
- Mignons de Porc au Poivre Noir: Pork Tenderloin, Black Pepper Sauce & Potato Rösti
- Filet de Bar, Sauce Vierge: Sea Bass Fillet, Virgin Sauce & Seasonal Vegetables
- Coupe Romanoff: Vanilla Ice-Cream, fresh Strawberry and Chantilly Cream"
Negative,"$10.80 - XO carrot cake
$12.80 - octopus karaage
$11.80 - roast pork
$12.80 - braised pork belly with preserved vegetable
$15.80 - kailan 2 ways
$2 - plain rice
$3.50 - Thai iced tea
$2.50 - oolong tea

Our total bill for this place came up to $83.38, even after a card discount that took the signature carrot cake off the bill.

This place is incredibly overpriced. The place was empty when we went and the server seems nice enough, but the food ranged from average to bad.

The carrot cake was probably the best, but was average at best, like what you would get at dimsum places... Look at the size... That's 10.80++!

Octopus karaage was not crunchy and the portion was super small, while the sauce was like mayo, worse than sweechoon's kind of trashy sauce.

The kailan was just fried with floss on top... $15.80++! Are you kidding me?

The braised pork belly had so little pork that my friend had a piece each and I only had preserved vegetable. Just look at the pork in the picture... You can barely find any. $12.80 for preserved vegetable.

The winner is the ""Thai iced tea"" as it was described in the menu. It was clearly bottled tea.

This place borders on being scammy I would not recommend at all!!"
Positive,"Super happy to discover this gem of a place on a Sunday afternoon for late lunch! The ambience was awesome. It was not crowded at all which at first was slightly worrying to me, but after we tried the first dish that we ordered, the rest just kept getting better than the dish before! We had Cavatelli pasta with generous serving of squid, delicious carbonara cooked on a slab of cheese at the table, roasted octopus, and a shoulder of lamb that went excellently with toasted sourdough. The service was also fantastic, and Edward was very friendly and accommodating to our requests. It was a very satisfying and perfect slow lunch on a lazy Sunday afternoon. Will come back for sure."
Positive,"My family came to Poulet at Causeway Poulet for dinner around 7pm on the 29th of October, Sunday. The food was very delicious. Great ambience and service was outstanding. Special shout out to 2 of your staff especially Nur on being knowledgable on the menu and giving us top notched service. And Rai for being so attentive in providing us great service too. Will definitely recommend family members and friends to patronise Poulet. Kudis to Poulet for employing wonderful employees. Thanks again for giving us a wondeeful experience."
Positive,"The chicken is great and the service by the male manager is amazing. Can’t say for the female manager.

Wrap the chicken with the special ginger is must do at this restaurant.

Remember to order the olive rice to pair the dishes."
Positive,"This restaurant served one of the best foods around this vicinity. The hot pot steam fish was rather tasty. The grouper first was fresh. The savoury chilli crabs were marvellous. The vegetables and boneless pork loin were tender and juicy.
Overall, we had a sumptuous dinner"
Positive,Amazing quality food well presented and perfect service by Emilia and Nelly. We enjoyed ourselves very much. Will definitely be back next time ;)
Negative,The food is not taste the price is not worth for the food
Positive,"Another normal food court but not very affordable.

Coffee no so nice.

Sugarcane juice watery.

Duck rice pricey.

Papaya salad okay."
Positive,"Tried signature and is awesome for the comfort it brought . Staff are extremely friendly and accommodating . Thanks and keep it up . Space is however very tight from table to table , we have to move to another place to be able to enjoy the conversation better ."
Positive,"Tapas were very unique and tasty. I believe we had the grilled octopus and some anchovy + burrata cracker. Paella was nothing exceptional. Desserts (rice pudding and orange cake) were alright. If I were to go again, I would order just the tapas."
Positive,"The chilli prawn pasta was filling and tastes pretty good. The portion was quite generous and the chilli was adequately spicy.

I ordered the gula melaka latte and it tasted nothing like gula melaka. It tastes just like regular latte. Then, I had the the espresso ice cream which tastes nothing like espresso and more like milk coffee. Odd."
Positive,"It’s such beautiful that your neighbor have a Japanese food with very affordable price.
The quality was good and amount of the food also quite generous!"
Positive,"Nice place and ambience. The Staff service was very good also.

Food was good. ordered the beef sandwich but beef was quite dry. The staff offered to change the sandwich for us and we ordered the snow shell crab sandwich which was really tasty.

Just a minor feedback, we found a fish bone and some scales while eating the salmon sashimi. Not sure if that is normal for salmon sashimi. Might want to take note when ordering their salmon platter."
Positive,First time trying squid ink ramen here and it’s interesting! Love to have the broth here on cold days.
Positive,"Spacious and food was delicious.

Missed the cheechongfun timing (before 5pm?)

Anyway other dim sums were great. Siu mai, ha hao, xiao long bao were onestar Michelin worthy as expected. Juicy and filled with meat.

Food: 5/5
Price: 4/5 slightly pricey without bank promo
Vibe: 4/5"
Positive,"First visited, the ambience was a bit too dim when first walk in, my opinion slightly brighter will be good enough.

The “Tokyo Hummus” is a very good choice that the bartender recommended to me. Lucky I do not miss it. The truffle mushroom rice was a bit creamy because it came with a sizzling hot pan.

The cocktail choice is awesome, and the bartender can be based on your favour and demand to create something for you."
Negative,"The food has gotten from bad to worse, and usually the safest food I’ll buy it’s either Nasi Goreng or Prata, but today Nasi Goreng is as good as eating plain rice with Anchovies with Chilli. No absolute taste at all and what surprises me is that there’s a Mee found in the noodle , which explains that the chef didn’t even bother to clean the Wok before frying the following orders!!!!! This really upsets all of us!"
Positive,Always walked passed but never patron before. Today decided to give it a try since it always full house. Indeed it tasty & portion is reasonable. Will definitely come back to try their other dishes.
Positive,very nice place but hars to reach with oublic transport
Positive,"I would like to thank all the staff serving us as quickly as possible for our iftar.

The food was not delivered early before breaking of fast which is appreciated. I know that with this type of system will be bound to encounter delay on 1 or 2 dishes (which for us is the ala carte dish, Mee Hon Kong.) Nevertheless, rest of meal was nice except the Tom Yum Soup (tasted bland). Apart from it, we have a wonderful experience there.

Would recommend others to iftar there. Slightly pricey but for the service and ambience, it is well deserve."
Positive,"Great food, decent priced drinks with live entertainment. Very fun environment!"
Negative,"Pretty expensive local fare. But to be fair, the portions are pretty big. U can probably share a plate of fried rice or hokkien Mee but i think still expensive. The food is pretty OK but I thought it's on the oily side for me. Service as usual first class"
Positive,"About $49 for a pad thai, curry noodles, 2 drinks, and a salad to share"
Positive,"Ok wine, food of my companions looked sub standard (quesadillas, nachos). Only dish that people had good things to say about were the buffalo wings. Great place for watching sports though."
Positive,"Well prepared service crew Ezann! Thank you for recommending us the Christmas meal-for-2; the four cheese pizza 🍕, strawberry frizz with passion fruit 😋😋 Will definitely recommend to families and friends ☃️"
